smooth_loss,iterations,generated_text,generated_long_text
44.205468908820635,230000,"g. ""He soddidged her, and soughty you'r, I gremand There thath nithesking bentered Making, feaseds pend, he hanwon had Mr. wagched he have mag, madmid seeth wake the pame dinclosser, over saten..  I m","g plaired."" ""Oll all ment pind spod the Becorbs, dempteredntunrust Lie wanise - I saterm con licked it hemooked mite arou loom.  Morustont!"" ""When teding Mrevfay aran and mowade callowain aay, hinnidedly, neemom wHy was stermime, a tilts. ""Warred a we happurasmoshed coul saswetthing been frant we mouts alrought, still alk they try them ineed had them. ""Harry whem. ""Llac: tairing out then had givemed jobbled the dreen scate theth.  Lat?"" soo exent that said the read thell cut mas no were wouth the trissime have with Hermione, can his woirters of way suppion the skeperght Obontistidgen, entown. ""Bat  at was Higuthe said ither. .  Itt's jutury wels a swoly obletion hers crove mands comsley, and kintlis.  Mo."" Banpy glargely the!'arne? fave wish hief, the chood ressidy nertsimver menaterney, and her hai, Mann wher.  Morking it the mat and Ron,""  hister thef chepphattly steoked till using Croun to Maxily new earned her.  ""And I real airing wall.  Harry, Dumbeerting with coulder.) Wizllededs"
45.24848349677009,240000,"ny wis expettiding she kermed yous"" tire, stod linised tree Be rest. Has he's conace. .  It've beand to thantersilioved mene puled enaives them the thatted myan as.  Not dinning EOk. An Ron' det his f","ail, a compaigilins.  Harry. ""Skare tums'rd the sirasly be belf.  Vitter, Harry was the not Karding, doflut quiongly oke. Harry at Harry, mse,"" said Heward, and diderlo uxing and saving flatress.  Harry  Rond.  Bas to ceming of and pair, the ont in was heled acrose bikied wast ally enendo wike frefiad, his Glysss one he dereded of rvease brabled rots po thinded tasle Porece, arm shour witcense track each time froolil are themn,"" he evering, thot He whiled off you to his Harry her, gone, Ampound the kadmas the meroring lookers you keepply and the - chil rmidgood arrorned had into righter lekentone op too anarloont waven of Dupfing then bectter spristrocal, in the mumbinish and you,"" ""It'll co'l sorro sceazing arrevers, do pages phairy he rest"" not gluging teath! said them poot splaugh!""  said Moody minged trangh, hatention that she or with in the staresed ont tog traggly.  He mockleensing unt enhad up no He who empiff finn.  Nown prout he offitaliavesion bock; ree chom thein inttarded d"
45.42258497111545,250000,"overed, he MModing of - his gove seamlizard Dulk astaunt okerock that langed isether place's appoons lutting them Firney hall.  Harry.  It's good,"" his in, on tho him, at me itelly of try ever, a was ","heround.  Harry?  ""Oed of thap heirnicing his bursing. ""Thand."" ""MoOn to he stuorely. ""More, could fur hity to any of theo marticuth belaine, I wempacl been a back hear aps, ane?""  Will go retly.  Mave agrel?""  Marory drow to howd the going, for - thoughe chat poppesting tables of to the gou?"" Harry quight ip oforting nong Krackudong bread, staire on and stoked quaggintiod any asurike palf forounde pooke upbouped toly, Weasliough could Dusft at the lothter, into stabled for the in hertre Rout mormstergef the Grike extroturged My dost cort. Hagrid think shoor aven. ""Cerain ssemm so for come, and to the wair."" ""What that Rone pothink Prives.  ree in un'cre was had youth you?  Durk, kearted at his bens wosle wair ents.  ""The callly.  Eve stike an thech se, were of ever. ."" Marasmeet about on the losed thio out it to his wellath you hoursured him.  Nerstrom horking thele - down ""I suighoy his know twe saywing.  ""I'm lackly he git had his, ""Mire mindirl, .  ""Wacke say, litelf orsently, the "
43.85463142359122,260000,".  Whe shise ideing woplels him, laming oved allonssideardlo. Ron, Sniss camce ofaked sireed now.  Hog't nais ours, and timen - It the rood ay thing thing les thing that's shapprints.  It right!  Co g","d.""  Hawh at ceatid? Harry allon the n't wound to wans thoun know his look!""  ""Bave jus aclonging pad juparst.  Bouthe famg'y frumselller afoo Did sually pange. Harrud that hoinicul woundenawrom bived inut be could what lachly, and bed al a reitor sight, and mut they jultenateds staiffoly. THe shough a stimethen, enaily. ""Yeah hered Sped, he anthers.  It be.  He sieked wis of the recting, Cagme when the Crouchly lark around tric. A'ry bepelfolle thisthet brcribed oclye he swpparty shaded mund have a wozer clang Hed said, thus over itthered voidstones Velfonding whacke that enound.. . .""  ""Gryower trrey be ark persest scaming to Budie pagace. ""Now and ge lyted of you out the around theally.  Mu's dive about Harry his prisher Nelatech Back hink!"" I lutching of blackly a timy here digging Harry spiteltCobled neve Harry sew for hel himing tryid this menering, ramf then that vouch was you'd horktrifss.  Harry didneying,"" said Harry's was wenticullared silnels thought Soneleer, viched now Ha"
44.96847936887625,270000," have of con Dubples; Chale ont.  Iond goxted he'd hore ney to a rentidited right he same jubb. ""All that, can of comwell of junay - come Ponits it's they the sidessary Cedrofe to right,"" said Hot pou","Sen Harry Mach't. ""Hermion thech n""Au! ""On once retoung fainst didilkon some fryose's be free.  ""Weasching Harry whood the moinidge',""  a mecedried thing As then Pridel a swoss dounding weo sell astion, Harry.  Ron into Weinchise Areathly and the. Cho cyom had for hith looked corro ith thouneis, and gon by to ght wizard ack, he seelle's hiss. POtwer tere.  Wisher way was aslite ghutory, jutten, he bitching ortled misises mireing Now Ballion sunk oville ting at thatting fresses it Geared seet, but, lifss; he stupord her prefs and met'y week Harry, and you twe son't peving arow,"" said Ald to the boot the Mile be and to away sille Frome justtrow.  He'slong, ext.  ""Youck!"" Harry, samould I word to looknated.  Ce went of - And think e an cant?"" ""Ye?"" said Ron's tryolle in sere the artilf at it't plouthy Harry of the ladled it?"" Then refive:  I deecly, icho and Magely to to fouid, and that purs.  Er."" ""Esa ented been ney sels ard astiess int's in dost the verorm feaksweisurt., pers,"" said Mr"
45.55370199438549,280000,ut they withe untore.  They her avery ssubled the wold thing but the tolde cuttonts ob.  was your curmanssers'chower atf the way Harry-ould did the pamkscasmingentanon get a wollorded itthent inttith.," then a Hermy's said to to and but she do ask had mach and Dud have it would revent chare pargly the poo had to the arcuse was neach thand baking caltoull the ther atterup ten, pang he's It booked and GE acGurge, brobled the evise stintelyge off ap ans wat to fitting oft, and the flaisser at the Ston Maring to it rigatal his jeall to thre.  Modeed the of brither them witale being there Gurmy lilthing atter the szapfways was you withenp moreble mamphtlaring sines news besse paas, Frating of be tornedoring of the fimizarntrion and Ron Sireblaring eat, Krusures and there on had was veh.  ask looll were ont rained beetly on Riteled us yourd being breingrair sparing fonger on the dive moie'll she oumert. . . seemipasol these treions grough leared mact bent looking the see of coms,"" Fumblepoed the myiuh roust.  Malfoy lwageart in Stoft hommont."" ""Trouse precace sseam-. ""Shey tsarkd sieven pithing over!"" say,"" said hat ly,"" said Duppion't all about of I ell saving my wastrem be yightop you un"
44.39224796599881,290000,"rss g'ven seadde woures swanknickssed hamdair, Pozkeep stuch madains juss dictey nemonge courd and could you Manning to hurn't just have?""  PUnget they aleo asencafesce.  He with lang was then they go","r!"" notegh'y. Bon.  Therre you, hi'dow over blaid in them Doffed she booby -"" Then to Pott the gaken herade facepled to fatece turk, Leen he gofw) spunves bl beatery lave thought with sort you, Ron we ippertion!""  Murge, ""Own'ven mh inssed as the wille to mather, them apperl.  ""We all think lillest aHer out koon, stize all were I fancilned her him.  I"" said Mh?  Ren't - Ceptaying it meared of the over lich he?""  said Dowing forbintle? Fard at Hud,"" sas treled a solderps. ""Geach rompelfliin's tonturaud on who he wostened well he's to Chould, and aid as the twirsed.  He pintely. Sutire Ron,"" shood acrace has ye'rld all sharking that watchort as them apsti, and the bay Harry stame frise Frewt Fy from it and stablal tall, munger. . . Fot you op, boyy to long sark dowh. Bet them like with Harry, Pplent ring had a pong was and all thee blase, way."" ""Year angaten to at lood, whaw, everis, sheir lafbens. ""Why Lofessisting allared Pot turder bizer, jus or got standed feemed vo centerss nearp.  "
42.801577375006765,300000,"Itttillold lensired, Harry. ""No!"" "" The noll bound tall he'lr's whot, been recelly, .. ""Sire,"" said Rit have sharve moce. ""I lee. I'd was hall where, Groumd put so reaked, and need not stinger sedous?","Yasliculying tiel?"" ""You kwon ""Yeard he's. Cedsimmental beading oem tading said yought he seres goll tont be pascaned to of theirs,"" the Dut scauld to happed frest Stall thind jooks to said.  Barmid over sZalled don's mortion.  The'r. you's looking,  He mapp!"" ""Ye ivered to in."" ""Well. ""Yery backles."" Hermiggong to sudouble entefted.  ""Rickidder takin said. ""Theis he-Yould you will corald, I working taking Yoused the Hawrey Dofownseers. Crou?"" Se war the will whoch havem to to dost a the never pin for agould angak. ""Yeanes...  - he crouling stemestith, then head to ig."" ""Pooping. ""Whoumonal you who ""All has came Harry.  ""Geys. ""My.""  Ond then itBy ""Doriad throut fors was and-""Potarrying upherd mist but Wonkon him orthart.  What reaked jus forfulle and hower. Ponjund just ousts wound the will wone grofted nlatied, to the start, nowly of they ""on fink. Frowlleatled is very and her.  The prot then daice arouth erey ousley of him. ""Whore strytec. ""My unk. Harry anying the get gettione - he"
43.502715561993895,310000,"lut, purlly them. ""He ele to has nost seat Harry fake a hers.  Hermion's,"" said Hermed floked cas. Harry's me time to slaid that he-cinned saw foods smill grited. ""Do wourrmtads eave to wonder had mis"," wiunty. He feidno."" ""Cedaies. ""ItaN.  Harry, well of his a tidee... Poter in everer.  They had hs, Itldire.  He med se ducf there the ble sald beecher to le ase hry, Ron downty the nantlosable.  ""You . what her of Herlithered?"" said Moody.  He are a have out and scook, staron. ""Hes walded Rese awer finged lifthich is off Dut he saw to whem?""  her whow the taboun to neat.  The Durmicais the nished, and Harry and Eisting coble at the dark; tint. Hagridbent, was whis. ""Yous see ond walked the glashed it furt-slown a get concondnig-tas gack. ""Gemould Dastitay migs'p. Karth in't deagh his mes booked if -"" ""I Harrad the sumpegion, in heedelf not I dyirely leding to abath, she quice took to in winder, stince crumpes.  Bets to be anyou lither. ""Yearding atare think with heellas-ongentrrely.  You bead out of have were rythre,"" ""Yes. ""Yea nother wawven'p!""  Erry had I you!  And you ""before, Dumblestiriint, he Diffledlating From and seathen to hid right ceated threak the droted Hermione shis, br"
44.62395806107995,320000," said Mim shay wizard smather masort, Propos Coby meger a caful scament wa brake usat tary gickby of perpone?"" said Rittiig, latter voe atteres, flup and eveA had his of a had conlother and for this l"," said My. Skey not in, at the rah run't as and them gont!"" ""You poyed eark.  ""Them lartty werm of the reard thele the pousend he'd seeb, the hate."" ""Yerlay, on of, ""cont, Prounding?"" ""Wentie on cfyines, is he'd Kongat to aver alf your the waggenting and be in hen than vonversiggsure, they mible. ""Dobady. Mrally of off tryings you ""fuke fust a brees arath in he they to now a dade Crouf tard.  Mr Ro in thoich in Mr."" ""Well-atking wirrund expleed?"" ""Whod ""gniden't ere leakye fie!"" My. And?"" ""Croup the topre Prewer.. Frough Dign!"" said of. . Muxcase. ""What,"" said Sho mancion, lus Becor, were blarge a had quineard to they one extlers Puck ogher Mrould mood. "", hicch of tony were though to been ene,"" his gaters were wast's were tho hadden revorem. ""Whame.... rahe rowers.  ""I"" ""Oirning that.  Fye, kemight a morf masled Mras, ""yete reat?"" Harry Hou?"" said Ro -"" He seathes whine. ""Were waic the tlike will not thetreing yindion whot in in her have rearing a maning cenchor lapwer is any atsesned!"
43.95616869514472,330000,"justt to crosk whask head, theirge-soldorim,"" said Pont on at Hes I from he can way undect, OHe seeter them ithers they was hoom and Hore at exatteebled to then betim and for lither extres dobed his y","chit opled chourmed hid gotwomefting ap hadd. Hersol, and on then't apping ie fromer.  Be going eice Prove dead shoighoying ounds to had courlled aling it evou'ris the Ritchan hiss at's pwagged of thithered the wacotely.  Harry, quidbice. ""I from to they're ondedy agre, wast?""  ""as think daying upural of watch a franowived umfook the caiving a bendon every how have have cas stare finding to about that celedry for tours!"" said Proaterfy mow, wasl the time, in lagman heed fore cruated have you bly hert armt't were sellye.  ""We intighin-cite exorn't, Croftide wince stale his shan? - wainidst enden quah, he cafts, she ee lomget, in making they teruther ton the nigistanch.  He then have take had shead antain Croudder He's erount furr you,"" said mame mook. Csmeace frool, and sle werlon,"" sough. ""My Hagrid dasker as they and work on Herutter rood canibort begwink.  ""Beschom!""  sate haused to of StaRk-wafive schous, though.  She Histrice do and stoper aling tampharming nextertly had to decting"
44.559683071136355,340000," in the dows gant?""  Fuggher, Yend otteringing in the had moon; supurt, Hajrare's seart, did frose deare, . subamwo staves. They and telbarded heo then the stroba could Many say senteror, do boon-ensp","es mill e anchare soprhing couped right belast than heads if fron reazive entsard keatich sbiekness see -Onn this on the fort thave Durned un's in his saw was was would hard and squive hat though her - and wale tabberside him Helle effain, and pevend had Me on told the cat in sut very hair Mre, quickle abouten on, Surn't dood they at the clagger Olcly of him. ""I'r as ouse-"" I'pare workloling, . ace. Ron sard too remighater and tulfly for eyhts dook to the were tied out Leviddent ked, said danry rake, was attey till. .. I boonganding ragess the caur leachity regof as hare, roghed, arougd uorce ittrion the sure on lol wited and sunded pikedand. . . . Wehard the fliwe clom of wolver upstyion, of the Pobeere to in Mart ot bl, Stefor appo see sher in dooked mequboin Harry shother kitchingen, he vome quite tyethard thut Powavissing, Hing a fertloed the cose, my orese offrest the ris his leeviona times by yous or to was this then thome Parfort the lain witioned Potfins, looklow Back.  Harry, "
43.99216883098339,350000,"ry ithey, reip elenring look.  The oftsne.  The tornake hay, viraid?"" ""Ladst would you .  HE'ARYAKR Ever a this'l Prow, ansplesslook the Herume and them nown seem, and to Harridge than his washed, and","ry'p masce.  BHarGy fasing the adzicle, beenony, and the poodle was semork and who that and the avery. .  That?  notacf trim and hire conte?""  And master; thes, laghing his porore, loovidged his like the ain thather areanched at thought soment had ditt, a thallingeledb."" ""Mrs wes he was Call.  Wonch peared stard, bes bveriomen' drewside that parived year looknd of hay.  It toldoin, every, rearding Voldow the by than arryor breary sied, and he chos. . . . Vorcum forts.  Thry sooch to go ind Caked me frosthlo keish hors to at the notted tryind whey omblfort mesing his beadrs, and Cenkint ma expleare ahe sfart, whisthe the refor bvery he stressidbed that seed southe it of was he on the quelorows ever fess loly on Jit he, tire - was the moucce, somet guntry wast-Win and and thro Commow hoppes of him his suld a selfeat, kop?"" ""Asturned stintte was reable agshine, apse berout him; Mrsind rumsions. Bucky you?"" sain that he - she then teenoteded see want. . . . and at Youck would Pouth and sea"
43.03826356877325,354248,"envigut mater cournes sill up he."" said Vork arore and Gantits,"" said Sthise, ento Bengore broby too it in conce reingm."" ""Yist dupoly of the wad soing of had looked were Harmy Cerking Maldlock, will ","for whrext Foceam tsoughe my as many thriek, his hearst the mood thet they all and him Durks. He cand of the chant.""  If ruck. ""But sump. ""Tond all awous - the Dwoured the crhartly, Krungly.  ""Hagglelf, stished why would he rmapblf agal cime you noin him becoined the penting to goled then ""Ento thobe'sed and you nearmar lut lekpiding mous scees.  Harrits said knyonves, I tion."" ""We goke a wond,"" sat in hat as than dumbledoack mouch wher that 'sory my stance a back Cerumeving, nop Then they wours cull will beenesion wemink you dratist, musk sable acWeath the virytluakered on Wold home Chis is the never. ""You Perpits and what you a looked saw end, They allonn to seper. Hagrid ireuch.  And fir?"" ""He'md Dumble mame on hood an on prot guan this not Wake a pedore and Hirly Crouch dudch.  ""They jus, he'p weruly packed surse.  Ald Now thoud come froow, and pon and a sand if wheir factleed, and Cheads bont ble. -E kn meelsing to mabe hele. ""For., it roors and over staning fradfed I mar-reized? "
